Trend,106-AirHEATER-HIEU2,06/07/2025,08:58:58
,TagNo,Description,Units
1,20HFE30EE301.out,HPA PRS SETP BIAS PV,kPa
2,20HLA21CP001XQ01.out,FDF A O/L AIR PRS,kPa
3,20HLA22CP001XQ01.out,FDF B O/L AIR PRS,kPa
4,20HLA30CP001XQ01.out,AH O/L SECAIR PRS,kPag
5,20HLA30CP501XQ01.out,AH O/L SECAIR PRS,kPag
6,20HLD01AE004XQ00.out,AH RTDRV CURR,A
7,20HCB01CF001XQ00.out,B-SB STM FLW,t/h
8,20HCB01CT001XQ00.out,B-SB STM TEMP,degC
9,20HCB41BN001.s6,AH SOOTBLOWER HOT SIDE RETRACTED,
10,20HCB41BN002.s6,AH SOOTBLOWER COLD SIDE RETRACTED,
11,20HLD01CT001XQ01.out,AH GDBRG TEMP,degC
12,20HLD01CT002XQ01.out,AH SPT BRG TEMP,degC
13,20HLA24AA501XQ01.out,AH SECAIR BYP CDPR CDRV POSN FDBK,%
14,,,
15,,,
16,,,

Date,Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
01/06/2025,00:00:00,11.7059,1.4907,1.5204,0.9006,0.8897,28.3375,3.211,248.14,1,0,50.0938,38.875,57.2687,,,
01/06/2025,00:30:00,12.2569,2.4002,2.4282,1.1222,1.1209,29.8,0.737,259.52,1,0,46.4562,38.8,16.6312,,,
01/06/2025,01:00:00,12.2306,2.5713,2.6019,1.1823,1.1653,28.9813,0.781,280.56,1,0,49.5125,38.7875,0,,,
01/06/2025,01:30:00,12.0744,2.9121,2.9541,1.342,1.3427,29.8687,0.813,294.24,1,0,45.2812,38.6812,0,,,
01/06/2025,02:00:00,12.0262,2.7625,2.8032,1.2504,1.2504,29.0812,0.778,294.96,1,1,48.9062,38.6437,0,,,
01/06/2025,02:30:00,12.1373,2.7717,2.808,1.2613,1.265,29.4125,0.858,292.78,1,1,44.2,38.6375,0,,,
01/06/2025,03:00:00,12.0547,2.7008,2.7271,1.2038,1.2001,28.4125,0.884,287.4,1,1,48.6875,38.5875,0,,,
01/06/2025,03:30:00,11.9628,2.7301,2.7607,1.2132,1.2068,29.9312,0.898,284.52,1,1,43.7875,38.6063,0,,,
01/06/2025,04:00:00,12.1559,2.7704,2.8054,1.2486,1.251,30.5312,3.003,286.46,1,0,48.3562,38.5938,0,,,
01/06/2025,04:30:00,12.0992,2.6706,2.7004,1.1672,1.1624,28.9875,2.898,289.76,1,0,43.075,38.55,0,,,
01/06/2025,05:00:00,12.0396,2.5993,2.6234,1.1467,1.1493,29.9813,3.092,290.6,1,0,48.0437,38.5438,0,,,
01/06/2025,05:30:00,12.2563,2.661,2.6921,1.2351,1.2302,29.3875,5.374,293.14,1,0,42.8,38.5125,0,,,
01/06/2025,06:00:00,11.7449,2.3631,2.3924,1.2812,1.2659,29.9312,0.849,280.26,1,0,47.5062,38.3687,8.8312,,,
01/06/2025,06:30:00,11.6771,1.2413,1.2684,0.6425,0.6429,29.975,11.292,293.62,1,1,49.9812,38.275,60.3438,,,
01/06/2025,07:00:00,11.9061,1.5016,1.5305,0.905,0.9047,29.7375,17.789,273.24,1,1,45.6687,38.325,45.2312,,,
01/06/2025,07:30:00,11.865,1.5699,1.6014,0.9345,0.9319,30.3625,16.302,274.08,1,1,49.1187,38.2437,52.2562,,,
01/06/2025,08:00:00,11.7129,1.4531,1.4806,0.838,0.8236,29.3062,0.796,263.8,1,1,44.6,38.1875,55.8687,,,
01/06/2025,08:30:00,11.8685,1.5257,1.5546,0.8708,0.8752,30.5687,0.803,256.66,1,1,48.9187,38.25,54.3375,,,
01/06/2025,09:00:00,11.8097,1.4929,1.5244,0.8509,0.8555,28.3312,3.143,259.3,1,0,44.3375,38.2125,52.7875,,,
01/06/2025,09:30:00,11.8522,1.3984,1.4272,0.7965,0.7956,29.4188,3.3,255.62,1,0,48.9688,38.3,53.7937,,,
01/06/2025,10:00:00,11.8177,1.4509,1.4815,0.8402,0.8378,29.1625,0.833,250.84,1,0,43.7875,38.4062,50.5312,,,
01/06/2025,10:30:00,11.8088,1.4636,1.4933,0.7934,0.7917,29.4,0.806,242.74,1,0,48.475,38.3125,48.375,,,
01/06/2025,11:00:00,11.8287,1.5248,1.5554,0.8601,0.859,30.6125,0.879,242.26,1,0,43.25,38.4062,46.4562,,,
01/06/2025,11:30:00,11.7982,1.5554,1.5817,0.8628,0.8776,28.3375,0.793,242.94,1,1,48.2312,38.4375,45.05,,,
01/06/2025,12:00:00,11.7949,1.6386,1.6687,0.8794,0.8772,29.4125,0.845,241.5,1,1,43.7875,38.45,40.1875,,,
01/06/2025,12:30:00,11.7095,1.6543,1.6854,0.8547,0.8402,29.425,0.784,239.96,1,1,48.4375,38.6375,36.4062,,,
01/06/2025,13:00:00,11.867,1.6784,1.7042,0.8544,0.8555,29.875,0.824,238.88,1,1,43.7812,38.775,34.9188,,,
01/06/2025,13:30:00,11.7889,1.7597,1.7834,0.8962,0.8999,29.85,2.261,245.66,1,1,49.1187,38.9312,32.4625,,,
01/06/2025,14:00:00,11.7223,1.6132,1.6416,0.8669,0.8647,31.65,3.137,252.96,1,0,45.5938,39.0625,34.9188,,,
01/06/2025,14:30:00,11.9506,2.0398,2.0673,0.9789,0.9815,28.7875,20.37,271.44,1,0,49.7812,39.2062,41.75,,,
01/06/2025,15:00:00,11.7823,2.5809,2.6238,1.2294,1.2504,28.3563,5.867,293.8,1,0,44.9937,39.375,0.0062,,,
01/06/2025,15:30:00,12.2295,2.8741,2.9104,1.3134,1.3005,29.4062,5.907,292.26,1,0,48.4125,39.425,0,,,
01/06/2025,16:00:00,12.2057,2.8994,2.941,1.3261,1.3265,28.05,0.818,300.6,1,1,49.8562,39.2937,0,,,
01/06/2025,16:30:00,12.1505,2.8535,2.8977,1.302,1.2943,29.5438,0.811,296.14,1,1,44.7062,39.45,0,,,
01/06/2025,17:00:00,12.0395,2.7642,2.7975,1.2206,1.2112,29.9375,0.628,292.1,1,1,48.325,39.4312,0,,,
01/06/2025,17:30:00,12.1157,2.7616,2.7962,1.246,1.2615,29.4562,0.749,288.82,1,1,46.0875,39.5062,0,,,
01/06/2025,18:00:00,12.095,2.7467,2.7831,1.2232,1.2211,29.4,0.722,277.06,1,1,47.5062,39.6,0,,,
01/06/2025,18:30:00,12.0494,2.8198,2.864,1.2596,1.2504,29.5312,2.883,287.82,1,0,44.3125,39.7188,0,,,
01/06/2025,19:00:00,11.9802,2.7266,2.7677,1.2077,1.2103,29.975,3.158,289.86,1,0,49.1062,39.8062,0,,,
01/06/2025,19:30:00,12.1616,2.7428,2.7831,1.2467,1.2462,31.65,2.74,290.94,1,0,45.8062,40.0062,0,,,
01/06/2025,20:00:00,12.0968,2.7778,2.8115,1.2604,1.2521,30.5375,0.861,279.08,1,0,48.4812,40.0562,0,,,
01/06/2025,20:30:00,12.0113,2.7831,2.8238,1.2366,1.2375,29.625,0.628,273.06,1,0,48.7062,40.0687,0,,,
01/06/2025,21:00:00,12.1259,2.8316,2.8666,1.2814,1.2795,29.4188,0.905,268,1,1,45.5875,40.2312,0,,,
01/06/2025,21:30:00,12.0608,2.7958,2.8286,1.2261,1.2254,29.9688,0.866,264.12,1,1,50.0312,40.2937,0,,,
01/06/2025,22:00:00,12.27,3.4065,3.4507,1.4879,1.4868,30.4188,0.595,275.06,1,1,48.6375,40.4062,0,,,
01/06/2025,22:30:00,12.9455,4.1354,4.2023,1.8139,1.8102,29.925,0.913,279.76,1,1,46.1125,40.3812,0,,,
01/06/2025,23:00:00,12.2259,3.2013,3.2407,1.4339,1.4276,28.8062,1.359,278.04,1,1,44.1062,40.3937,0,,,
01/06/2025,23:30:00,11.9581,2.6824,2.7113,1.1918,1.1911,29.8625,3.829,285.74,1,1,48.9812,40.4312,0,,,
02/06/2025,00:00:00,12.1054,2.7708,2.8045,1.2307,1.237,29.3687,5.79,289.18,1,1,45.5125,40.3875,0,,,
02/06/2025,00:30:00,11.784,2.4654,2.507,1.1438,1.143,29.9813,16.416,297.92,1,1,50.5312,40.2812,5.2563,,,
02/06/2025,01:00:00,11.9384,2.0809,2.1185,0.8833,0.875,28.4125,8.37,303.82,1,0,47.3625,40.2937,0,,,
